pos word,label
RB perchance,surprise
VB rampage,anger|fear
VB dwarfed,fear|sadness
JJ blasphemous,anger|disgust
JJ beautiful,joy
NN neutrality,trust
JJ stunned,fear|surprise
NN motion,anticipation
NN soot,disgust
NN abyss,fear|sadness
RB damn,anger|disgust
NN conveyancing,trust
VB blue,sadness
JJ gradual,anticipation
VB establish,trust
NN hope,anticipation|joy|surprise|trust
VB authorize,trust
NN breakup,sadness
RB defenseless,fear|sadness
JJ bottomless,fear
VB airs,disgust
VB expect,anticipation|surprise|trust
JJ enigmatic,fear
NN guidebook,trust
NN hamstring,anger|sadness
NN hoot,anger|disgust
NN cobra,fear
NN alliance,trust
NN sadness,sadness|trust
JJ drab,sadness
JJ TRUE,joy|trust
NN fill,trust
JJ authoritative,trust
NN professor,trust
NN sore,anger|sadness
NN superstar,joy|trust
NN glow,anticipation|joy|trust
VB dawn,anticipation|joy|surprise|trust
JJ miserable,anger|disgust|sadness
JJ uninspired,sadness
JJ fraternal,joy|trust
VB accomplished,joy
VB convince,anticipation|trust
NN result,anticipation
VB piles,disgust
NN broadside,anticipation
JJ sorrowful,sadness
NN inaugural,anticipation
VB cutting,anger|disgust|fear|sadness
NN raffle,anticipation|surprise
NN snake,disgust|fear
JJ deceased,sadness
VB plump,anticipation
VB saber,anger|fear
JJ sensational,joy
NN glad,anticipation|joy
VB ripen,anticipation
JJ dank,disgust
JJ frightful,anger|fear|sadness
VB nose,disgust
NN forefathers,joy|trust
NN heritage,trust
VB emaciated,fear|sadness
NN herpes,disgust
VB garrison,trust
VB upset,anger|sadness
VB prepared,anticipation|trust
NN corroboration,trust
VB blessings,anticipation|joy|surprise|trust
JJ dutiful,anticipation|trust
VB snag,surprise
NN iris,fear
NN attempt,anticipation
NN denunciation,anger|disgust|fear
JJ mediate,anticipation|trust
NN disgrace,anger|disgust|sadness
NN malice,anger|fear
NN proof,trust
VB protecting,trust
VB neglected,anger|disgust|sadness
VB cheat,anger|disgust
JJ lowly,sadness
VB impeach,disgust|fear
NN archaeology,anticipation
VB impending,anticipation|fear
JJ inefficient,sadness
NN bloodshed,anger|disgust|fear|sadness|surprise
RB brotherly,anticipation|joy|trust
VB blob,disgust|fear
JJ damn,anger|disgust
NN progression,anticipation|joy|sadness|trust
JJ demoralized,fear|sadness
JJ halting,fear|sadness
VB dislocated,anger|disgust|fear|sadness
JJ unanticipated,surprise
NN heretic,disgust
JJ coexisting,trust
NN quail,fear
VB dare,anticipation|trust
JJ plaintive,sadness
NN unknown,anticipation|fear
JJ academic,trust
NN spaniel,joy|trust
NN glee,joy
NN thermometer,trust
VB dart,fear
VB deceiving,trust
VB simmer,anger|anticipation
NN transcript,trust
JJ melancholy,sadness
NN journey,anticipation|fear|joy
JJ eager,anticipation|joy|surprise|trust
NN suicide,anger|fear|sadness
RB devilish,disgust|fear
RB freely,joy|trust
VB smell,anger|disgust
NN exchange,trust
NN jump,joy
NN quake,fear
NN trip,surprise
JJ overjoyed,joy
NN occupant,trust
NN nag,anger
VB intend,trust
NN oracle,anticipation|trust
VB invalid,sadness
JJ expert,trust
NN nap,joy
JJ overpriced,anger|disgust|sadness
JJ cruel,anger|disgust|fear|sadness
VB overpowering,anger|fear
JJ infectious,disgust|fear|sadness
NN illiterate,disgust
VB condemn,anger
NN martyrdom,fear|sadness
VB merit,trust
NN adviser,trust
VB mistake,sadness
JJ crude,disgust
VB blanket,trust
RB wild,surprise
VB cheer,anticipation|joy|surprise|trust
NN soil,disgust
NN endocarditis,fear|sadness
JJ confidential,trust
NN insolvent,fear|sadness|trust
NN contempt,anger|disgust|fear
NN conflagration,anger|fear
VB committed,trust
NN teach,joy|surprise|trust
VB inter,sadness
NN joy,joy
JJ burdensome,fear|sadness
NN noble,trust
VB collapse,disgust|fear|sadness
NN obliteration,fear|sadness
VB amaze,surprise
VB entertain,joy
NN trespass,anger
NN mosquito,anger|disgust
VB dilapidated,disgust|sadness
NN zest,anticipation|joy|trust
JJ mad,anger|disgust|fear|sadness
JJ insulting,anger|disgust|fear|sadness
NN sepsis,fear|sadness
NN soreness,disgust|sadness
NN choke,anger|sadness
NN wickedness,disgust
NN despotism,anger|disgust|fear|sadness
NN waver,fear
VB punishing,anger|fear|sadness
NN discord,anger|disgust
RB pretty,anticipation|joy|trust
VB zest,anticipation|joy|trust
RB collectively,trust
NN veteran,trust
NN mouthful,disgust
NN defeated,sadness
VB isolate,sadness
NN hearse,fear|sadness
JJ lifeless,fear|sadness
NN pivot,trust
VB deformed,disgust|sadness
JJ forgiving,trust
JJ wrecked,anger|fear|sadness
JJ hurried,anticipation
VB dance,joy|trust
NN bigot,anger|disgust|fear
NN vigilance,anticipation|trust
NN assailant,anger|fear|sadness
VB animated,joy
JJ burnt,disgust
JJ dubious,fear|trust
NN sponsor,trust
VB blitz,surprise
VB meditate,anticipation|joy|trust
VB suppress,anger|fear|sadness
NN predicament,fear
JJ choral,joy
JJ obliterated,anger|fear
JJ judicious,trust
VB drown,fear|sadness
NN violence,anger|fear|sadness
JJ criminal,anger|disgust|fear
JJ ghastly,disgust|fear
JJ frank,trust
NN banshee,anger|disgust|fear|sadness
JJ special,joy
VB united,trust
JJ chargeable,fear|sadness
NN parting,sadness
JJ scientific,trust
JJ vivacious,joy
NN autopsy,disgust|fear|sadness
VB pledge,joy|trust
JJ mercenary,fear
NN bleeding,disgust|fear|sadness
NN argument,anger
VB trade,trust
VB vomit,disgust
RB stark,trust
NN pregnancy,disgust
JJ messy,disgust
JJ unfriendly,anger|disgust|fear|sadness
JJ virgin,trust
NN safe,joy|trust
VB irritating,anger|disgust
NN berserk,anger
VB track,anticipation
NN quagmire,disgust
NN villager,trust
NN winnings,anticipation|joy
VB deny,anger
NN exclusion,disgust|fear|sadness
VB imprisoned,anger|disgust|fear|sadness
VB fighting,anger
NN flaw,sadness
JJ ruined,anger|disgust|fear|sadness
NN ambassador,trust
VB witness,trust
VB extinguish,anger
JJ sunny,anticipation|joy|surprise
JJ giant,fear
NN ferment,anticipation
NN amen,joy|trust
JJ spectacular,anticipation|surprise
JJ grumpy,anger|disgust|sadness
VB sprain,sadness
NN infamy,sadness
NN accidental,fear|surprise
NN deputy,trust
JJ blissful,joy
NN depository,trust
NN conformity,trust
JJ cranky,anger
NN contraband,anger|disgust|fear
VB humiliating,disgust
NN anathema,anger|disgust|fear|sadness
VB agreeing,trust
JJ anxious,anticipation|fear
VB scrutinize,anticipation
NN arsenic,disgust|fear|sadness
JJ pleased,joy
NN hazard,fear
NN durability,trust
VB perverted,disgust
NN proficiency,anticipation|joy|surprise|trust
NN cohesion,trust
NN expose,anticipation|fear
NN evergreen,joy|trust
NN priesthood,anticipation|joy|sadness|trust
VB board,anticipation
NN foray,anger
JJ saintly,anticipation|joy|surprise|trust
VB punish,fear
JJ gloomy,sadness
VB thump,anger
NN decomposition,disgust|fear|sadness
NN allure,anticipation|joy|surprise
NN dispute,anger
VB incline,trust
NN infant,anticipation|fear|joy|surprise
JJ fragile,fear|sadness
NN depth,trust
NN admiration,joy|trust
NN constraint,anger|fear|sadness
VB distressing,anger|fear
VB recesses,fear
JJ despotic,fear
NN preparation,anticipation
VB catch,surprise
JJ lonesome,sadness
NN anaconda,disgust|fear
NN checklist,trust
NN romantic,anticipation|joy|trust
VB disparaging,anger|disgust|sadness
NN inefficiency,disgust|sadness
VB drool,disgust
NN comrade,trust
JJ wholesome,trust
VB lamenting,sadness
VB indent,trust
NN ground,trust
NN undertaking,anticipation
NN weariness,sadness
JJ episcopal,trust
NN panic,fear
NN force,anger|fear
JJ enchanted,joy|trust
JJ precious,anticipation|joy|surprise
JJ murky,disgust|sadness
NN visor,anticipation|surprise
NN probation,anticipation|fear|sadness
NN proxy,trust
NN vertigo,fear
VB horrified,fear
VB smother,anger
VB reconstruct,anticipation
VB seals,trust
VB assist,trust
NN assassin,anger|fear|sadness
NN dislike,anger|disgust
NN commonwealth,trust
NN coffin,fear|sadness
VB dispel,sadness
VB spank,anger|fear|sadness
JJ cheering,joy
NN cement,anticipation|trust
JJ intractable,anger
JJ strained,anger
VB defy,anger|fear|sadness|surprise
NN cathedral,joy|trust
JJ controversial,anger
NN tease,anger|anticipation|sadness
VB depress,fear|sadness
NN choir,joy|trust
VB abandoned,anger|fear|sadness
NN formula,trust
VB letter,anticipation
NN entertainment,anticipation|joy|surprise|trust
VB quiver,fear
JJ witty,joy
NN mortgagee,trust
NN rook,anger|disgust
NN scarcity,anger|fear|sadness
VB vacation,anticipation|joy
NN testimony,trust
JJ illicit,anger|disgust|fear
VB advised,trust
NN secretion,disgust
NN parachute,fear
JJ incongruous,anger
NN brigade,fear
NN plunge,fear
JJ synonymous,fear|trust
NN annoyance,anger|disgust
NN mentor,trust
JJ barbarian,fear
JJ delirious,sadness
RB ill,anger|disgust|fear|sadness
VB sweat,fear
NN victor,joy
NN journalism,trust
NN polygamy,disgust
RB randomly,surprise
NN good,anticipation|joy|surprise|trust
JJ lewd,disgust
NN antifungal,trust
VB accounts,trust
NN probity,trust
VB accredited,trust
JJ rainy,sadness
NN romp,joy
RB constantly,trust
NN present,anticipation|joy|surprise|trust
NN barrow,disgust
NN accord,trust
NN gore,anger|disgust|fear|sadness
NN academic,trust
NN promise,joy|trust
VB broken,anger|fear|sadness
VB amused,joy
NN shack,disgust|sadness
NN rumor,sadness
NN completion,anticipation|joy
VB convict,anger|disgust|fear|sadness
VB strive,anticipation
JJ possessed,anger|disgust|fear
JJ admirable,joy|trust
JJ pleasant,anticipation|joy|surprise|trust
JJ jealous,anger|disgust
NN harm,fear
JJ pretty,anticipation|joy|trust
VB refused,sadness
VB inhibit,anger|disgust|sadness
JJ unworthy,disgust
JJ annoying,anger
NN lavatory,disgust
NN faith,anticipation|joy|trust
NN depression,sadness
VB deal,anticipation|joy|surprise|trust
NN indictment,fear
NN isolation,sadness
NN tribunal,anticipation|disgust|fear|trust
VB crouch,fear
NN frigate,fear
VB disconnect,sadness
NN melee,fear
JJ fixed,trust
NN hypocrite,disgust
JJ whimsical,joy
NN grenade,fear
NN swelling,fear
NN misrepresentation,sadness
NN flirt,anticipation|joy|surprise|trust
VB shoplifting,anger|disgust
VB moorings,trust
VB footing,trust
NN pill,trust
VB outrage,anger|disgust
VB kite,disgust
NN brawl,anger|disgust|fear
VB blindfold,anticipation|fear|surprise
NN grotesque,disgust
NN flop,disgust|sadness
VB swerve,fear|surprise
NN hate,anger|disgust|fear|sadness
VB simplify,anticipation|joy|surprise|trust
NN cytomegalovirus,sadness
VB exhausted,sadness
NN neuralgia,fear|sadness
JJ destitute,fear|sadness
NN detention,sadness
JJ noisy,anger
NN opportunity,anticipation
NN hawk,fear
VB kiss,anticipation|joy|surprise
NN console,sadness
VB ransom,anger|fear
NN limited,anger|sadness
NN save,joy|trust
NN pine,sadness
VB accursed,anger|fear|sadness
JJ intrusive,anger|disgust|fear|surprise
NN reimbursement,trust
JJ pertinent,trust
NN rota,trust
JJ lawful,trust
NN axiom,trust
VB install,anticipation
NN wealth,joy|trust
NN barren,sadness
VB confirmed,trust
VB pride,joy
NN hail,trust
NN nervousness,fear
NN whine,disgust|sadness
JJ quicksilver,surprise
NN sinning,disgust
NN misunderstanding,anger|sadness
JJ ignorant,disgust
NN coldness,anger|disgust|fear|sadness
JJ imminent,anticipation|fear
VB offended,anger|sadness
VB prick,anger|disgust|fear|surprise
JJ unexplained,anticipation|sadness
JJ ridiculous,anger|disgust
NN furrow,sadness
JJ unquestionable,trust
NN doctrine,trust
JJ illegitimate,anger|disgust|fear|sadness|surprise
JJ falling,sadness
NN transaction,trust
VB rotting,disgust
JJ repelling,disgust
JJ wound,anger|fear|sadness
NN sage,trust
VB tolerate,anger|sadness
NN prediction,anticipation
VB disorder,fear
NN mortgagor,fear
NN humility,trust
NN nepotism,anger|disgust|sadness
VB savor,anticipation|disgust|joy|sadness|trust
VB confederate,trust
JJ dangerous,fear
VB cream,anticipation|joy|surprise
NN molestation,anger|disgust|fear|sadness
JJ bias,anger
NN gentleman,trust
VB elated,joy
NN victim,anger|fear|sadness
NN treachery,anger|fear|sadness|surprise
NN comfort,anticipation|joy|trust
NN atrocity,anger|disgust|fear|sadness
NN disdain,anger|disgust
NN flea,disgust
JJ forbidding,anger|fear
VB hollow,sadness
JJ diabolical,anger|disgust|fear
NN author,trust
VB develop,anticipation
NN thrash,anger|disgust|fear|sadness
NN terror,fear
NN reflex,surprise
NN hurricane,fear
JJ homesick,sadness
JJ official,trust
NN napkin,sadness
JJ sterling,anger|anticipation|joy|trust
VB journey,anticipation|fear|joy
JJ constitutional,trust
NN forfeiture,fear|sadness
JJ rooted,trust
NN dolphin,joy|surprise|trust
NN picket,anger|anticipation|fear
VB giggle,joy
NN personal,trust
JJ votive,trust
NN tomorrow,anticipation
NN guillotine,anger|anticipation|disgust|fear|sadness
JJ battered,fear|sadness
JJ gratuitous,disgust
VB burlesque,surprise
VB denied,sadness
VB obstruct,anger|fear
NN invalid,sadness
JJ baptismal,joy
NN chastity,anticipation|trust
VB kill,fear|sadness
JJ imprudent,sadness
RB deadly,anger|disgust|fear|sadness
VB purge,fear
VB case,fear|sadness
VB cash,anger|anticipation|fear|joy|trust
NN white,anticipation|joy|trust
NN depressive,sadness
NN consort,trust
NN warlock,fear
NN claimant,anger|disgust
VB frustrate,anger|disgust|sadness
NN winning,anticipation|disgust|joy|sadness|surprise|trust
VB depraved,anger|anticipation|disgust|fear|sadness
NN perjury,fear|surprise
VB unbridled,anger|anticipation|fear|surprise
NN marine,trust
JJ martial,anger
JJ stingy,anger|disgust|fear|sadness
NN concealment,anger|anticipation|fear
JJ nascent,anticipation
RB intimately,anticipation|fear|joy
NN management,trust
VB exchange,trust
VB rejoice,anticipation|joy|surprise|trust
VB ally,trust
NN obstetrician,trust
NN monk,trust
NN quicksilver,surprise
VB frighten,fear|sadness|surprise
VB privileged,joy|trust
NN notoriety,anger|disgust|fear
NN enema,disgust
VB negative,sadness
VB predict,anticipation
NN sizzle,anger
NN patience,anticipation|trust
NN divorce,anger|disgust|fear|sadness|surprise|trust
NN muzzle,fear
RB violently,anger|disgust|fear|sadness
VB scorching,anger
VB desert,anger|disgust|fear|sadness
VB outcry,anger|fear|surprise
NN bomb,anger|fear|sadness|surprise
NN originality,surprise
NN feudalism,anger|sadness
VB possess,anticipation|joy|trust
NN enemy,anger|disgust|fear
VB suffering,disgust|fear|sadness
VB slush,disgust|surprise
NN lieutenant,trust
NN spike,fear
VB struggle,anger|fear|sadness
NN octopus,disgust
NN countdown,anticipation
NN outrage,anger|disgust
NN couch,sadness
NN procession,joy|sadness|surprise
VB oust,anger|sadness
JJ unexpected,anticipation|fear|joy|surprise
JJ crazy,anger|fear|sadness
JJ inimitable,trust
NN preparedness,anticipation
NN association,trust
VB pervert,anger|disgust
VB rooted,trust
VB cane,anger|fear
VB advocate,trust
NN ally,trust
VB disdain,anger|disgust
NN liberation,anticipation|joy|surprise
NN scream,anger|disgust|fear|surprise
NN valor,trust
NN disorder,fear
VB crusade,anger|fear
NN reflux,disgust
NN stigma,anger|disgust|fear|sadness
VB bomb,anger|fear|sadness|surprise
VB honor,trust
VB bloody,anger|disgust|fear|sadness
NN bureaucracy,trust
NN footing,trust
NN daemon,anger|disgust|fear|sadness|surprise
NN morn,anticipation
JJ prophylactic,anticipation|trust
NN kill,fear|sadness
NN nobility,anticipation|trust
NN marriage,anticipation|joy|trust
NN flying,fear
NN share,anticipation|joy|trust
VB widow,sadness
NN case,fear|sadness
NN cash,anger|anticipation|fear|joy|trust
JJ unacknowledged,sadness
NN familiarity,anticipation|joy|trust
JJ frayed,sadness
NN intermission,anticipation
VB shroud,sadness
NN recesses,fear
JJ elect,trust
JJ merry,joy
JJ comatose,fear|sadness
NN interim,anticipation
JJ praiseworthy,anticipation|joy|surprise|trust
VB enforce,anger|fear
VB obliterate,anger|fear|sadness
NN kind,joy|trust
JJ instinctive,anger|disgust|fear
NN wince,anger|disgust|fear|sadness
VB attest,trust
VB boil,disgust
NN monstrosity,anger|disgust|fear|surprise
NN cough,disgust
VB dupe,anger
VB kick,anger
VB vanish,surprise
NN complement,anticipation|joy|surprise|trust
NN condolence,sadness
NN obesity,disgust|sadness
JJ plump,anticipation
NN collapse,disgust|fear|sadness
NN standstill,anger
NN occult,disgust|fear
NN danger,fear|sadness
NN shank,fear
NN pitfall,anger|disgust|fear|sadness|surprise
VB incase,anger|disgust|fear|sadness
JJ willful,anger|sadness
VB cable,surprise
VB destined,anticipation
JJ undecided,anticipation|fear
RB lowest,sadness
NN prejudice,anger
VB strike,anger
JJ dirty,disgust
NN shame,disgust|fear|sadness
NN trick,surprise
NN screaming,anger|disgust|fear
NN fever,fear
NN prophylactic,anticipation|trust
JJ unsafe,fear
VB dung,disgust
NN attestation,trust
NN accountability,trust
NN miracle,anticipation|joy|surprise|trust
VB fuming,anger
VB kitten,joy|trust
NN lines,fear
VB confined,anger|disgust|fear|sadness
NN spur,fear
NN readiness,anticipation|joy|trust
JJ electric,joy|surprise
VB alienated,sadness
VB distracted,anger
NN leave,sadness|surprise
NN custody,trust
VB dull,sadness
NN cage,sadness
VB discriminating,disgust
NN birthplace,anger
NN tribe,trust
NN worship,anticipation|fear|joy|trust
JJ failing,anger|anticipation|fear|sadness
NN bottom,sadness
NN thirteenth,fear
NN vendetta,anger|fear|sadness
VB cabal,fear
VB wallow,disgust|sadness
VB dispute,anger
VB lower,sadness
NN tetanus,disgust
JJ educational,trust
NN advocacy,anger|anticipation|joy|trust
NN dung,disgust
VB cage,sadness
VB spur,fear
VB weigh,anticipation|trust
JJ painful,anger|disgust|fear|sadness
NN black,sadness
VB ghost,fear
VB adjudicate,fear
JJ uncaring,anger|disgust|sadness
JJ disobedient,anger
NN watchdog,trust
JJ victimized,anger|disgust|fear|sadness|surprise
VB peril,anticipation|fear|sadness
JJ beastly,disgust|fear
JJ penitentiary,anger
NN calf,joy|trust
JJ bizarre,surprise
NN illegitimate,anger|disgust|fear|sadness|surprise
NN kick,anger
NN worthy,trust
NN dupe,anger
JJ devotional,trust
JJ bloody,anger|disgust|fear|sadness
NN mortality,anger|fear|sadness
NN bummer,anger|disgust
NN green,joy|trust
NN boil,disgust
NN greed,anger|disgust
VB dislike,anger|disgust
VB discord,anger|disgust
VB moan,fear|sadness
NN obedience,trust
NN canons,trust
NN rubble,fear|sadness
NN immorality,anger|disgust
JJ startling,surprise
VB crew,trust
NN dictionary,trust
VB frayed,sadness
NN cane,anger|fear
VB overwhelmed,sadness
VB advise,trust
NN advance,anticipation|fear|joy|surprise
JJ modest,trust
VB swear,trust
JJ irreconcilable,anger|fear|sadness
NN hangman,fear
JJ resultant,anticipation
NN pinion,fear
JJ disposed,anticipation|trust
VB corrupting,anger|disgust|fear|sadness
VB gambling,anticipation|surprise
NN shackle,anger|anticipation|disgust|fear|sadness
JJ devout,anticipation|joy|trust
JJ divergent,surprise
VB recline,trust
JJ attainable,anticipation
NN visionary,anticipation|joy|trust
VB thrill,anticipation|fear|joy|surprise
NN acquiring,anticipation
VB believing,trust
NN ordinance,trust
NN joker,joy|surprise
VB warned,anticipation|fear|surprise
JJ dastardly,anger|disgust|fear
VB indenture,anger
JJ quiet,sadness
NN sensuality,anticipation|joy
NN termination,sadness
NN bodyguard,trust
VB duel,anger|anticipation|fear
JJ larger,disgust|surprise|trust
NN masterpiece,joy
NN spectacular,anticipation|surprise
JJ soiled,disgust
VB lessen,anticipation
JJ nether,anger|fear|sadness
NN savagery,anger|fear
VB guess,surprise
NN organ,anticipation|joy
NN edict,fear
VB affront,anger|disgust|fear|sadness|surprise
NN possess,anticipation|joy|trust
JJ vegetative,disgust|sadness
NN verification,trust
NN airport,anticipation
NN court,anger|anticipation|fear
VB hiding,fear
NN glorification,joy
NN dishonesty,disgust
NN law,trust
VB mug,anger|fear|sadness
NN blame,anger|disgust
VB crap,disgust
VB jest,joy|surprise
VB patrol,trust
JJ formative,trust
NN widower,sadness
NN prevention,anticipation
VB jerk,anger|surprise
NN hostile,anger|disgust|fear
NN stamina,trust
NN saloon,anger
NN overthrow,anticipation|fear
NN rubbish,disgust
NN coming,anticipation
NN plummet,fear
NN legislator,trust
JJ general,trust
NN serial,anticipation
VB darkened,fear|sadness
NN deed,trust
JJ rhythmical,joy|surprise
VB strengthening,joy|trust
JJ impolite,disgust
NN paralysis,anger|anticipation|fear|sadness
NN surrogate,trust
NN jealousy,anger|disgust|fear|sadness
NN error,sadness
JJ mum,fear
VB darken,fear|sadness
JJ clerical,trust
VB usurped,anger|fear
JJ illegal,anger|disgust|fear|sadness
VB quarantine,fear
VB manure,disgust
VB experienced,trust
NN resignation,sadness|surprise
NN outhouse,disgust
NN helplessness,fear|sadness
VB delighted,anticipation|joy|surprise
JJ presto,joy|surprise
VB beautify,joy
NN dissension,anger
VB glitter,disgust|joy
JJ ungodly,sadness
NN applicant,anticipation
VB eagle,trust
VB spit,disgust
VB sneeze,disgust|surprise
NN symmetry,joy|trust
VB cripple,fear|sadness
NN affluence,joy
NN pessimism,anger|fear|sadness
JJ intended,anticipation
NN series,trust
NN raptors,fear
JJ afraid,fear
NN pessimist,fear|sadness
VB tighten,anger
NN grudge,anger
NN indecency,anger|disgust
NN steal,anger|fear|sadness
JJ meaningless,sadness
VB withstand,anticipation|fear
VB soiled,disgust
VB discriminate,anger|sadness
JJ connective,trust
JJ cumbersome,sadness
VB avalanche,fear|sadness|surprise
RB woefully,disgust|sadness
JJ changeable,anticipation|surprise
VB church,anticipation|joy|trust
RB vainly,disgust|sadness
NN aberration,disgust
VB escalate,anger
JJ homeless,anger|anticipation|disgust|fear|sadness
NN penitentiary,anger
VB pillage,anger|disgust|fear
VB spew,disgust
NN bout,anger
VB comfort,anticipation|joy|trust
VB slump,sadness
JJ lesser,disgust
NN gratitude,joy
NN spite,anger
NN majesty,trust
VB stagger,surprise
VB subjected,sadness
NN blast,anger|fear|surprise
JJ vicious,anger|disgust
JJ unwashed,disgust
NN disillusionment,anger|disgust|sadness
NN accounts,trust
NN infidelity,anger|disgust|fear|sadness
JJ nappy,disgust
JJ remiss,anger|disgust|sadness
JJ sterile,sadness
JJ bankrupt,fear|sadness
VB consort,trust
NN calls,anticipation|trust
NN battlefield,fear
NN cradle,anticipation|joy|trust
VB frustrated,anger
VB offset,anticipation
RB uphill,anticipation|fear
NN freedom,joy|trust
VB shiver,anger|anticipation|fear|sadness
JJ fell,sadness
NN kite,disgust
NN bully,anger|fear
JJ fatigued,sadness
NN trembling,fear
NN tarnish,disgust|sadness
NN legitimacy,trust
NN count,trust
NN kiss,anticipation|joy|surprise
JJ dispossessed,anger|fear|sadness
JJ vernal,joy
NN epitaph,sadness
VB spat,anger
VB invite,anticipation|joy|surprise|trust
NN bereavement,sadness
VB conjecture,anticipation
VB retaliate,anger
NN debt,sadness
JJ unfaithful,disgust
NN zeal,anticipation|joy|surprise|trust
NN offender,anger|disgust|fear|sadness
VB nag,anger
VB nap,joy
NN drivel,disgust
JJ upset,anger|sadness
NN spine,anger
VB nab,surprise
JJ protestant,fear
VB alienate,anger|disgust
NN vicar,trust
VB confine,anger|fear|sadness
JJ moody,anger|sadness
NN executioner,anger|fear|sadness
NN deal,anticipation|joy|surprise|trust
VB escort,trust
NN base,trust
VB jaundice,fear
VB worrying,anticipation|fear|sadness
VB advance,anticipation|fear|joy|surprise
NN toilet,disgust
VB wasted,anger|disgust
RB cautiously,fear
VB smelling,disgust
NN hurting,anger|fear|sadness
NN captor,fear
NN flinch,anticipation|disgust|fear|sadness|surprise
NN barf,disgust
VB hearing,fear
VB deluge,fear|sadness|surprise
NN frolic,joy
NN bark,anger
NN undertaker,sadness
NN arbiter,trust
NN loom,anticipation|fear
NN loon,disgust
NN restorative,anticipation|joy|trust
NN intrigue,anticipation|fear|surprise
NN barb,anger
VB enchant,anticipation|joy|surprise
JJ unsuspecting,surprise
JJ smelling,disgust
VB disgruntled,anger|disgust|sadness
NN worm,anticipation|surprise
JJ lumpy,disgust
VB store,anticipation
NN word,trust
VB rubbish,disgust
NN cover,trust
VB storm,anger
NN mate,trust
NN charity,joy
JJ deceitful,disgust|sadness
VB picketing,anger
JJ accidental,fear|surprise
NN cataract,anticipation|fear|sadness
NN derision,anger|disgust
NN lord,disgust|trust
JJ illiterate,disgust
NN smack,anger
NN bayonet,anger|fear
NN frustration,anger
NN hostilities,anger|fear
NN reverend,joy
NN tragedy,fear|sadness
JJ barbaric,anger|disgust|fear
VB demolish,anger|sadness
JJ laureate,trust
NN moorings,trust
NN fasting,sadness
VB swelling,fear
JJ protected,trust
JJ apologetic,trust
VB digress,anticipation
JJ stricken,sadness
NN blaze,anger
VB stomach,disgust
NN cuckold,disgust
VB fell,sadness
VB massage,joy
VB jarring,fear|sadness
JJ unverified,anticipation
JJ worrying,anticipation|fear|sadness
JJ uneducated,sadness
NN excitement,anticipation|joy|surprise
JJ impartial,trust
JJ forlorn,sadness
NN parole,anticipation
JJ rapid,surprise
NN expedient,joy|trust
NN integrity,trust
NN lost,sadness
NN manipulation,anger|fear
VB confide,trust
VB anger,anger
NN loss,anger|fear|sadness
NN glitter,disgust|joy
NN plagiarism,disgust
JJ kind,joy|trust
NN poison,anger|disgust|fear|sadness
RB verily,trust
NN uplift,anticipation|joy|trust
JJ blatant,anger|disgust
VB disgraced,anger|disgust|sadness
NN theism,disgust
VB console,sadness
NN prostitute,disgust
VB kidnap,anger|fear|sadness|surprise
JJ mucous,disgust
VB picnic,anticipation|joy|surprise|trust
JJ agitated,anger
VB disheartening,sadness
JJ bountiful,anticipation|joy
NN regiment,fear
VB conjure,anticipation|surprise
NN love,joy
JJ vigilant,fear|trust
VB network,anticipation
VB distrust,anger|disgust|fear
NN negro,sadness
NN retard,disgust|fear|sadness
JJ theological,trust
JJ unconstrained,joy
NN mosque,anger
RB good,anticipation|joy|surprise|trust
JJ broke,fear|sadness
VB cooperating,trust
NN pretending,anger
JJ mocking,anger|disgust|sadness
NN encroachment,fear
NN disservice,anger|disgust|sadness
JJ pungent,disgust
NN luster,joy
NN death,anger|anticipation|disgust|fear|sadness|surprise
NN excrement,disgust
NN mail,anticipation
NN pry,anger|anticipation|trust
VB appalling,disgust|fear
JJ unnatural,disgust|fear
NN fungus,disgust
NN adventure,anticipation
VB prolong,disgust
VB growl,anger|fear
JJ grave,fear|sadness
NN bait,fear|trust
JJ unsteady,fear
NN tumult,anger|fear|surprise
NN darkness,anger|fear|sadness
VB displaced,anger|fear|sadness
RB flop,disgust|sadness
NN suspicion,fear
JJ festive,joy
NN shortage,anger|fear|sadness
NN balm,anticipation|joy
NN cowardice,fear
VB agitated,anger
NN ogre,disgust|fear
VB exceed,anticipation|joy
NN bale,fear
NN indignation,anger|disgust
VB expecting,anticipation
JJ incurable,anger|disgust|fear|sadness
VB evacuate,fear
NN machine,trust
NN radar,trust
NN reject,anger|fear|sadness
NN hemorrhage,disgust|fear|sadness
NN young,anticipation|joy|surprise
VB teasing,anger|fear
JJ impermeable,anger|fear
VB measure,trust
VB disapproving,anger|disgust|sadness
NN star,anticipation|joy|trust
VB smiling,joy
NN sheriff,trust
VB denounce,anger|disgust
NN believer,trust
JJ manual,trust
VB skid,anger|fear|sadness
NN stab,anger|fear|sadness|surprise
NN cartridge,fear
NN bane,anger|disgust|fear
NN bang,anger|disgust|fear|sadness|surprise
NN bank,trust
NN income,anticipation|joy|sadness|trust
JJ lamenting,sadness
NN infirmity,fear
NN strength,trust
NN wont,anticipation
JJ parietal,trust
VB ruined,anger|disgust|fear|sadness
NN virginity,anticipation
JJ isolated,fear|sadness
NN hydra,fear
VB fear,anger|fear
NN rupture,fear|sadness|surprise
NN lunatic,anger|disgust|fear
VB loving,joy|trust
NN scar,anger|disgust|fear|sadness
NN defection,fear
